time,x,y,z
1.533,0.8210296612,1.8920593223,0
1.534,0.821388197,1.8927763941,0
1.535,0.8217464086,1.8934928173,0
1.536,0.8221042958,1.8942085916,0
1.537,0.8224618585,1.8949237169,0
1.538,0.8228190964,1.8956381928,0
1.539,0.8231760095,1.896352019,0
1.54,0.8235325976,1.8970651953,0
1.541,0.8238888606,1.8977777213,0
1.542,0.8242447984,1.8984895968,0
1.543,0.8246004107,1.8992008215,0
1.544,0.8249556976,1.8999113951,0
1.545,0.8253106587,1.9006213174,0
1.546,0.825665294,1.901330588,0
1.547,0.8260196034,1.9020392067,0
1.548,0.8263735866,1.9027471732,0
1.549,0.8267272436,1.9034544873,0
1.55,0.8270805743,1.9041611485,0
1.551,0.8274335784,1.9048671568,0
1.552,0.8277862559,1.9055725117,0
1.553,0.8281386065,1.906277213,0
1.554,0.8284906303,1.9069812605,0
1.555,0.8288423269,1.9076846538,0
1.556,0.8291936963,1.9083873927,0
1.557,0.8295447384,1.9090894769,0
1.558,0.829895453,1.9097909061,0
1.559,0.83024584,1.91049168,0
1.56,0.8305958992,1.9111917984,0
1.561,0.8309456305,1.911891261,0
1.562,0.8312950337,1.9125900675,0
1.563,0.8316441088,1.9132882176,0
1.564,0.8319928556,1.9139857111,0
1.565,0.8323412738,1.9146825477,0
1.566,0.8326893635,1.9153787271,0
1.567,0.8330371245,1.916074249,0
1.568,0.8333845566,1.9167691132,0
1.569,0.8337316597,1.9174633193,0
1.57,0.8340784336,1.9181568672,0
1.571,0.8344248783,1.9188497565,0
1.572,0.8347709935,1.919541987,0
1.573,0.8351167792,1.9202335584,0
1.574,0.8354622352,1.9209244704,0
1.575,0.8358073614,1.9216147227,0
1.576,0.8361521576,1.9223043151,0
1.577,0.8364966237,1.9229932474,0
1.578,0.8368407596,1.9236815191,0
1.579,0.8371845651,1.9243691301,0
1.58,0.83752804,1.9250560801,0
1.581,0.8378711844,1.9257423688,0
1.582,0.838213998,1.9264279959,0
1.583,0.8385564806,1.9271129612,0
1.584,0.8388986322,1.9277972645,0
1.585,0.8392404527,1.9284809053,0
1.586,0.8395819418,1.9291638835,0
1.587,0.8399230994,1.9298461988,0
1.588,0.8402639255,1.9305278509,0
1.589,0.8406044198,1.9312088396,0
1.59,0.8409445823,1.9318891646,0
1.591,0.8412844128,1.9325688256,0
1.592,0.8416239112,1.9332478223,0
1.593,0.8419630773,1.9339261545,0
1.594,0.842301911,1.934603822,0
1.595,0.8426404122,1.9352808243,0
1.596,0.8429785807,1.9359571614,0
1.597,0.8433164164,1.9366328328,0
1.598,0.8436539192,1.9373078384,0
1.599,0.843991089,1.9379821779,0
1.6,0.8443279255,1.938655851,0
1.601,0.8446644287,1.9393288574,0
1.602,0.8450005985,1.940001197,0
1.603,0.8453364346,1.9406728693,0
1.604,0.8456719371,1.9413438742,0
1.605,0.8460071057,1.9420142113,0
1.606,0.8463419403,1.9426838805,0
1.607,0.8466764407,1.9433528815,0
1.608,0.8470106069,1.9440212139,0
1.609,0.8473444388,1.9446888775,0
1.61,0.8476779361,1.9453558722,0
1.611,0.8480110987,1.9460221975,0
1.612,0.8483439266,1.9466878533,0
1.613,0.8486764196,1.9473528392,0
1.614,0.8490085775,1.948017155,0
1.615,0.8493404003,1.9486808005,0
1.616,0.8496718877,1.9493437754,0
1.617,0.8500030397,1.9500060794,0
1.618,0.8503338561,1.9506677123,0
1.619,0.8506643369,1.9513286738,0
1.62,0.8509944818,1.9519889636,0
1.621,0.8513242907,1.9526485815,0
1.622,0.8516537636,1.9533075272,0
1.623,0.8519829002,1.9539658005,0
1.624,0.8523117005,1.9546234011,0
1.625,0.8526401644,1.9552803287,0
1.626,0.8529682916,1.9559365831,0
1.627,0.853296082,1.956592164,0
1.628,0.8536235356,1.9572470712,0
1.629,0.8539506522,1.9579013044,0
1.63,0.8542774317,1.9585548634,0
1.631,0.8546038739,1.9592077478,0
1.632,0.8549299788,1.9598599575,0
1.633,0.8552557461,1.9605114922,0
1.634,0.8555811758,1.9611623515,0
1.635,0.8559062677,1.9618125353,0
1.636,0.8562310217,1.9624620434,0
1.637,0.8565554377,1.9631108753,0
1.638,0.8568795155,1.963759031,0
1.639,0.8572032551,1.9644065101,0
1.64,0.8575266562,1.9650533124,0
1.641,0.8578497188,1.9656994376,0
1.642,0.8581724427,1.9663448855,0
1.643,0.8584948279,1.9669896558,0
1.644,0.8588168741,1.9676337482,0
1.645,0.8591385813,1.9682771625,0
1.646,0.8594599493,1.9689198986,0
1.647,0.859780978,1.969561956,0
1.648,0.8601016672,1.9702033345,0
1.649,0.860422017,1.9708440339,0
1.65,0.860742027,1.971484054,0
1.651,0.8610616972,1.9721233945,0
1.652,0.8613810275,1.9727620551,0
1.653,0.8617000178,1.9734000355,0
1.654,0.8620186678,1.9740373356,0
1.655,0.8623369776,1.9746739551,0
1.656,0.8626549469,1.9753098937,0
1.657,0.8629725756,1.9759451512,0
1.658,0.8632898637,1.9765797273,0
1.659,0.8636068109,1.9772136218,0
1.66,0.8639234172,1.9778468344,0
1.661,0.8642396824,1.9784793649,0
1.662,0.8645556065,1.979111213,0
1.663,0.8648711892,1.9797423784,0
1.664,0.8651864305,1.980372861,0
1.665,0.8655013303,1.9810026605,0
1.666,0.8658158883,1.9816317766,0
1.667,0.8661301045,1.9822602091,0
1.668,0.8664439789,1.9828879577,0
1.669,0.8667575111,1.9835150222,0
1.67,0.8670707012,1.9841414023,0
1.671,0.8673835489,1.9847670978,0
1.672,0.8676960543,1.9853921085,0
1.673,0.868008217,1.9860164341,0
1.674,0.8683200371,1.9866400743,0
1.675,0.8686315144,1.9872630289,0
1.676,0.8689426488,1.9878852976,0
1.677,0.8692534402,1.9885068803,0
1.678,0.8695638883,1.9891277766,0
1.679,0.8698739932,1.9897479864,0
1.68,0.8701837547,1.9903675093,0
1.681,0.8704931726,1.9909863452,0
1.682,0.8708022469,1.9916044938,0
1.683,0.8711109774,1.9922219547,0
1.684,0.871419364,1.9928387279,0
1.685,0.8717274065,1.9934548131,0
1.686,0.872035105,1.9940702099,0
1.687,0.8723424591,1.9946849183,0
1.688,0.8726494689,1.9952989378,0
1.689,0.8729561342,1.9959122683,0
1.69,0.8732624548,1.9965249096,0
1.691,0.8735684307,1.9971368614,0
1.692,0.8738740617,1.9977481234,0
1.693,0.8741793477,1.9983586955,0
1.694,0.8744842887,1.9989685773,0
1.695,0.8747888843,1.9995777687,0
1.696,0.8750931347,2.0001862693,0
1.697,0.8753970395,2.000794079,0
1.698,0.8757005988,2.0014011976,0
1.699,0.8760038123,2.0020076247,0
1.7,0.87630668,2.0026133601,0
1.701,0.8766092018,2.0032184036,0
1.702,0.8769113775,2.003822755,0
1.703,0.877213207,2.004426414,0
1.704,0.8775146902,2.0050293804,0
1.705,0.877815827,2.0056316539,0
1.706,0.8781166172,2.0062332344,0
1.707,0.8784170607,2.0068341215,0
1.708,0.8787171575,2.007434315,0
1.709,0.8790169074,2.0080338147,0
1.71,0.8793163102,2.0086326204,0
1.711,0.8796153659,2.0092307318,0
1.712,0.8799140743,2.0098281487,0
1.713,0.8802124354,2.0104248708,0
1.714,0.880510449,2.0110208979,0
1.715,0.8808081149,2.0116162298,0
1.716,0.8811054332,2.0122108663,0
1.717,0.8814024035,2.0128048071,0
1.718,0.881699026,2.0133980519,0
1.719,0.8819953003,2.0139906006,0
1.72,0.8822912264,2.0145824529,0
1.721,0.8825868043,2.0151736085,0
1.722,0.8828820337,2.0157640673,0
1.723,0.8831769145,2.016353829,0
1.724,0.8834714467,2.0169428934,0
1.725,0.8837656301,2.0175312602,0
1.726,0.8840594646,2.0181189292,0
1.727,0.8843529501,2.0187059002,0
1.728,0.8846460865,2.0192921729,0
1.729,0.8849388736,2.0198777471,0
1.73,0.8852313113,2.0204626227,0
1.731,0.8855233996,2.0210467992,0
1.732,0.8858151383,2.0216302766,0
1.733,0.8861065273,2.0222130546,0
1.734,0.8863975665,2.0227951329,0
1.735,0.8866882557,2.0233765114,0
1.736,0.8869785949,2.0239571898,0
1.737,0.8872685839,2.0245371678,0
1.738,0.8875582226,2.0251164453,0
1.739,0.887847511,2.025695022,0
1.74,0.8881364488,2.0262728976,0
1.741,0.888425036,2.0268500721,0
1.742,0.8887132725,2.027426545,0
1.743,0.8890011581,2.0280023163,0
1.744,0.8892886928,2.0285773856,0
1.745,0.8895758764,2.0291517528,0
1.746,0.8898627088,2.0297254175,0
1.747,0.8901491899,2.0302983797,0
1.748,0.8904353195,2.0308706391,0
1.749,0.8907210977,2.0314421954,0
1.75,0.8910065242,2.0320130484,0
1.751,0.8912915989,2.0325831979,0
1.752,0.8915763218,2.0331526436,0
1.753,0.8918606927,2.0337213854,0
1.754,0.8921447115,2.034289423,0
1.755,0.8924283781,2.0348567562,0
1.756,0.8927116924,2.0354233848,0
1.757,0.8929946543,2.0359893085,0
1.758,0.8932772636,2.0365545272,0
1.759,0.8935595202,2.0371190405,0
1.76,0.8938414242,2.0376828483,0
1.761,0.8941229752,2.0382459504,0
1.762,0.8944041732,2.0388083464,0
1.763,0.8946850182,2.0393700363,0
1.764,0.8949655099,2.0399310198,0
1.765,0.8952456483,2.0404912966,0
1.766,0.8955254333,2.0410508666,0
1.767,0.8958048648,2.0416097295,0
1.768,0.8960839426,2.0421678851,0
1.769,0.8963626666,2.0427253332,0
1.77,0.8966410368,2.0432820736,0
1.771,0.896919053,2.043838106,0
1.772,0.8971967151,2.0443934302,0
1.773,0.897474023,2.044948046,0
1.774,0.8977509766,2.0455019532,0
1.775,0.8980275758,2.0460551515,0
1.776,0.8983038204,2.0466076408,0
1.777,0.8985797104,2.0471594209,0
1.778,0.8988552457,2.0477104914,0
1.779,0.8991304261,2.0482608522,0
1.78,0.8994052516,2.0488105031,0
1.781,0.8996797219,2.0493594439,0
1.782,0.8999538372,2.0499076743,0
1.783,0.9002275971,2.0504551941,0
1.784,0.9005010016,2.0510020032,0
1.785,0.9007740506,2.0515481012,0
1.786,0.901046744,2.052093488,0
1.787,0.9013190817,2.0526381634,0
1.788,0.9015910636,2.0531821271,0
1.789,0.9018626895,2.053725379,0
1.79,0.9021339594,2.0542679187,0
1.791,0.9024048731,2.0548097462,0
1.792,0.9026754306,2.0553508612,0
1.793,0.9029456317,2.0558912634,0
1.794,0.9032154764,2.0564309527,0
1.795,0.9034849644,2.0569699289,0
1.796,0.9037540958,2.0575081917,0
1.797,0.9040228704,2.0580457409,0
1.798,0.9042912881,2.0585825763,0
1.799,0.9045593489,2.0591186977,0
1.8,0.9048270525,2.0596541049,0
1.801,0.9050943989,2.0601887977,0
1.802,0.9053613879,2.0607227759,0
1.803,0.9056280196,2.0612560392,0
1.804,0.9058942937,2.0617885875,0
1.805,0.9061602102,2.0623204204,0
1.806,0.906425769,2.062851538,0
1.807,0.9066909699,2.0633819398,0
1.808,0.9069558129,2.0639116257,0
1.809,0.9072202978,2.0644405956,0
1.81,0.9074844245,2.0649688491,0
1.811,0.907748193,2.0654963861,0
1.812,0.9080116032,2.0660232064,0
1.813,0.9082746548,2.0665493097,0
1.814,0.9085373479,2.0670746959,0
1.815,0.9087996824,2.0675993647,0
1.816,0.909061658,2.068123316,0
1.817,0.9093232747,2.0686465495,0
1.818,0.9095845325,2.069169065,0
1.819,0.9098454312,2.0696908624,0
1.82,0.9101059707,2.0702119414,0
1.821,0.9103661509,2.0707323018,0
1.822,0.9106259717,2.0712519433,0
1.823,0.910885433,2.0717708659,0
1.824,0.9111445347,2.0722890693,0
1.825,0.9114032766,2.0728065533,0
1.826,0.9116616588,2.0733233176,0
1.827,0.9119196811,2.0738393622,0
1.828,0.9121773433,2.0743546867,0
1.829,0.9124346455,2.074869291,0
1.83,0.9126915874,2.0753831748,0
1.831,0.912948169,2.075896338,0
1.832,0.9132043902,2.0764087804,0
1.833,0.9134602509,2.0769205018,0
1.834,0.9137157509,2.0774315019,0
1.835,0.9139708903,2.0779417805,0
1.836,0.9142256688,2.0784513376,0
1.837,0.9144800864,2.0789601728,0
1.838,0.9147341429,2.0794682859,0
1.839,0.9149878384,2.0799756768,0
1.84,0.9152411726,2.0804823452,0
1.841,0.9154941455,2.080988291,0
1.842,0.915746757,2.081493514,0
1.843,0.915999007,2.0819980139,0
1.844,0.9162508953,2.0825017906,0
1.845,0.9165024219,2.0830048438,0
1.846,0.9167535867,2.0835071734,0
1.847,0.9170043896,2.0840087791,0
1.848,0.9172548304,2.0845096609,0
1.849,0.9175049092,2.0850098183,0
1.85,0.9177546257,2.0855092514,0
1.851,0.9180039799,2.0860079598,0
1.852,0.9182529717,2.0865059434,0
1.853,0.918501601,2.0870032019,0
1.854,0.9187498676,2.0874997353,0
1.855,0.9189977716,2.0879955432,0
1.856,0.9192453127,2.0884906255,0
1.857,0.919492491,2.088984982,0
1.858,0.9197393063,2.0894786125,0
1.859,0.9199857584,2.0899715168,0
1.86,0.9202318474,2.0904636947,0
1.861,0.920477573,2.0909551461,0
1.862,0.9207229353,2.0914458706,0
1.863,0.9209679341,2.0919358682,0
1.864,0.9212125693,2.0924251386,0
1.865,0.9214568408,2.0929136816,0
1.866,0.9217007486,2.0934014971,0
1.867,0.9219442924,2.0938885849,0
1.868,0.9221874723,2.0943749447,0
1.869,0.9224302882,2.0948605764,0
1.87,0.9226727399,2.0953454797,0
1.871,0.9229148273,2.0958296546,0
1.872,0.9231565504,2.0963131007,0
1.873,0.923397909,2.096795818,0
1.874,0.9236389031,2.0972778061,0
1.875,0.9238795325,2.097759065,0
1.876,0.9241197972,2.0982395944,0
1.877,0.9243596971,2.0987193942,0
1.878,0.9245992321,2.0991984641,0
1.879,0.924838402,2.099676804,0
1.88,0.9250772068,2.1001544137,0
1.881,0.9253156465,2.1006312929,0
1.882,0.9255537208,2.1011074416,0
1.883,0.9257914297,2.1015828594,0
1.884,0.9260287732,2.1020575463,0
1.885,0.926265751,2.102531502,0
1.886,0.9265023632,2.1030047264,0
1.887,0.9267386096,2.1034772192,0
1.888,0.9269744902,2.1039489804,0
1.889,0.9272100048,2.1044200096,0
1.89,0.9274451533,2.1048903067,0
1.891,0.9276799357,2.1053598715,0
1.892,0.9279143519,2.1058287039,0
1.893,0.9281484018,2.1062968036,0
1.894,0.9283820852,2.1067641704,0
1.895,0.9286154021,2.1072308043,0
1.896,0.9288483525,2.1076967049,0
1.897,0.9290809361,2.1081618722,0
1.898,0.9293131529,2.1086263059,0
1.899,0.9295450029,2.1090900058,0
1.9,0.9297764859,2.1095529718,0
1.901,0.9300076018,2.1100152036,0
1.902,0.9302383506,2.1104767012,0
1.903,0.9304687321,2.1109374643,0
1.904,0.9306987463,2.1113974927,0
1.905,0.9309283931,2.1118567862,0
1.906,0.9311576724,2.1123153448,0
1.907,0.931386584,2.1127731681,0
1.908,0.931615128,2.113230256,0
1.909,0.9318433042,2.1136866083,0
1.91,0.9320711125,2.1141422249,0
1.911,0.9322985528,2.1145971056,0
1.912,0.9325256251,2.1150512501,0
1.913,0.9327523292,2.1155046584,0
1.914,0.9329786651,2.1159573301,0
1.915,0.9332046326,2.1164092653,0
1.916,0.9334302318,2.1168604636,0
1.917,0.9336554624,2.1173109249,0
1.918,0.9338803245,2.117760649,0
1.919,0.9341048179,2.1182096357,0
1.92,0.9343289425,2.1186578849,0
1.921,0.9345526982,2.1191053964,0
1.922,0.934776085,2.11955217,0
1.923,0.9349991028,2.1199982055,0
1.924,0.9352217514,2.1204435028,0
1.925,0.9354440308,2.1208880617,0
1.926,0.935665941,2.1213318819,0
1.927,0.9358874817,2.1217749634,0
1.928,0.936108653,2.122217306,0
1.929,0.9363294547,2.1226589094,0
1.93,0.9365498867,2.1230997735,0
1.931,0.9367699491,2.1235398982,0
1.932,0.9369896416,2.1239792832,0
1.933,0.9372089642,2.1244179284,0
1.934,0.9374279168,2.1248558336,0
1.935,0.9376464993,2.1252929986,0
1.936,0.9378647116,2.1257294233,0
1.937,0.9380825537,2.1261651075,0
1.938,0.9383000255,2.126600051,0
1.939,0.9385171268,2.1270342537,0
1.94,0.9387338577,2.1274677153,0
1.941,0.9389502179,2.1279004358,0
1.942,0.9391662074,2.1283324148,0
1.943,0.9393818262,2.1287636524,0
1.944,0.9395970741,2.1291941482,0
1.945,0.9398119511,2.1296239022,0
1.946,0.940026457,2.1300529141,0
1.947,0.9402405919,2.1304811838,0
1.948,0.9404543556,2.1309087111,0
1.949,0.9406677479,2.1313354959,0
1.95,0.940880769,2.1317615379,0
1.951,0.9410934185,2.1321868371,0
1.952,0.9413056966,2.1326113932,0
1.953,0.941517603,2.133035206,0
1.954,0.9417291378,2.1334582755,0
1.955,0.9419403007,2.1338806014,0
1.956,0.9421510918,2.1343021836,0
1.957,0.942361511,2.1347230219,0
1.958,0.9425715581,2.1351431161,0
1.959,0.9427812331,2.1355624662,0
1.96,0.9429905359,2.1359810718,0
1.961,0.9431994664,2.1363989329,0
1.962,0.9434080246,2.1368160492,0
1.963,0.9436162103,2.1372324207,0
1.964,0.9438240235,2.1376480471,0
1.965,0.9440314641,2.1380629283,0
1.966,0.9442385321,2.1384770641,0
1.967,0.9444452272,2.1388904544,0
1.968,0.9446515495,2.139303099,0
1.969,0.9448574988,2.1397149977,0
1.97,0.9450630752,2.1401261504,0
1.971,0.9452682784,2.1405365568,0
1.972,0.9454731085,2.140946217,0
1.973,0.9456775653,2.1413551306,0
1.974,0.9458816488,2.1417632975,0
1.975,0.9460853588,2.1421707177,0
1.976,0.9462886954,2.1425773908,0
1.977,0.9464916584,2.1429833167,0
1.978,0.9466942477,2.1433884953,0
1.979,0.9468964632,2.1437929265,0
1.98,0.947098305,2.14419661,0
1.981,0.9472997728,2.1445995457,0
1.982,0.9475008667,2.1450017334,0
1.983,0.9477015865,2.1454031731,0
1.984,0.9479019322,2.1458038644,0
1.985,0.9481019037,2.1462038074,0
1.986,0.9483015009,2.1466030017,0
1.987,0.9485007236,2.1470014473,0
1.988,0.948699572,2.147399144,0
1.989,0.9488980458,2.1477960916,0
1.99,0.949096145,2.14819229,0
1.991,0.9492938695,2.148587739,0
1.992,0.9494912192,2.1489824385,0
1.993,0.9496881941,2.1493763883,0
1.994,0.9498847941,2.1497695882,0
1.995,0.9500810191,2.1501620382,0
1.996,0.950276869,2.150553738,0
1.997,0.9504723437,2.1509446875,0
1.998,0.9506674433,2.1513348865,0
1.999,0.9508621675,2.1517243349,0
2,0.9510565163,2.1521130326,0
2.001,0.9512504897,2.1525009793,0
2.002,0.9514440875,2.152888175,0
2.003,0.9516373097,2.1532746194,0
2.004,0.9518301562,2.1536603124,0
2.005,0.9520226269,2.1540452539,0
2.006,0.9522147218,2.1544294437,0
2.007,0.9524064408,2.1548128817,0
2.008,0.9525977838,2.1551955676,0
2.009,0.9527887507,2.1555775015,0
2.01,0.9529793415,2.155958683,0
2.011,0.9531695561,2.1563391121,0
2.012,0.9533593943,2.1567187887,0
2.013,0.9535488562,2.1570977124,0
2.014,0.9537379416,2.1574758833,0
2.015,0.9539266506,2.1578533011,0
2.016,0.9541149829,2.1582299658,0
2.017,0.9543029385,2.1586058771,0
2.018,0.9544905175,2.1589810349,0
2.019,0.9546777195,2.1593554391,0
2.02,0.9548645447,2.1597290895,0
2.021,0.955050993,2.160101986,0
2.022,0.9552370642,2.1604741284,0
2.023,0.9554227583,2.1608455165,0
2.024,0.9556080752,2.1612161503,0
2.025,0.9557930148,2.1615860296,0
2.026,0.9559775771,2.1619551542,0
2.027,0.956161762,2.162323524,0
2.028,0.9563455694,2.1626911389,0
2.029,0.9565289993,2.1630579986,0
2.03,0.9567120516,2.1634241031,0
2.031,0.9568947261,2.1637894522,0
2.032,0.9570770229,2.1641540458,0
2.033,0.9572589419,2.1645178837,0
2.034,0.9574404829,2.1648809658,0
2.035,0.957621646,2.1652432919,0
2.036,0.957802431,2.1656048619,0
2.037,0.9579828378,2.1659656757,0
2.038,0.9581628665,2.166325733,0
2.039,0.9583425169,2.1666850339,0
2.04,0.958521789,2.167043578,0
2.041,0.9587006827,2.1674013654,0
2.042,0.9588791979,2.1677583957,0
2.043,0.9590573345,2.168114669,0
2.044,0.9592350925,2.1684701851,0
2.045,0.9594124719,2.1688249437,0
2.046,0.9595894724,2.1691789448,0
2.047,0.9597660942,2.1695321883,0
2.048,0.959942337,2.169884674,0
2.049,0.9601182009,2.1702364017,0
2.05,0.9602936857,2.1705873714,0
2.051,0.9604687914,2.1709375828,0
2.052,0.9606435179,2.1712870359,0
2.053,0.9608178652,2.1716357304,0
2.054,0.9609918332,2.1719836664,0
2.055,0.9611654218,2.1723308436,0
2.056,0.9613386309,2.1726772619,0
2.057,0.9615114605,2.1730229211,0
2.058,0.9616839106,2.1733678211,0
2.059,0.9618559809,2.1737119619,0
2.06,0.9620276716,2.1740553432,0
2.061,0.9621989824,2.1743979649,0
2.062,0.9623699134,2.1747398269,0
2.063,0.9625404645,2.175080929,0
2.064,0.9627106356,2.1754212711,0
2.065,0.9628804266,2.1757608531,0
2.066,0.9630498374,2.1760996749,0
2.067,0.9632188681,2.1764377362,0
2.068,0.9633875185,2.176775037,0
2.069,0.9635557886,2.1771115772,0
2.07,0.9637236783,2.1774473566,0
2.071,0.9638911875,2.177782375,0
2.072,0.9640583162,2.1781166324,0
2.073,0.9642250643,2.1784501286,0
2.074,0.9643914317,2.1787828635,0
2.075,0.9645574185,2.1791148369,0
2.076,0.9647230244,2.1794460488,0
2.077,0.9648882494,2.1797764989,0
2.078,0.9650530936,2.1801061872,0
2.079,0.9652175567,2.1804351135,0
2.08,0.9653816388,2.1807632777,0
2.081,0.9655453398,2.1810906796,0
2.082,0.9657086596,2.1814173192,0
2.083,0.9658715982,2.1817431963,0
2.084,0.9660341554,2.1820683108,0
2.085,0.9661963313,2.1823926626,0
2.086,0.9663581257,2.1827162514,0
2.087,0.9665195386,2.1830390773,0
2.088,0.96668057,2.18336114,0
2.089,0.9668412197,2.1836824395,0
2.09,0.9670014878,2.1840029755,0
2.091,0.967161374,2.1843227481,0
2.092,0.9673208785,2.184641757,0
2.093,0.9674800011,2.1849600022,0
2.094,0.9676387417,2.1852774834,0
2.095,0.9677971003,2.1855942007,0
2.096,0.9679550769,2.1859101538,0
2.097,0.9681126713,2.1862253426,0
2.098,0.9682698835,2.186539767,0
2.099,0.9684267135,2.186853427,0
2.1,0.9685831611,2.1871663223,0
2.101,0.9687392264,2.1874784528,0
2.102,0.9688949092,2.1877898184,0
2.103,0.9690502095,2.1881004191,0
2.104,0.9692051273,2.1884102546,0
2.105,0.9693596624,2.1887193248,0
2.106,0.9695138148,2.1890276297,0
2.107,0.9696675845,2.1893351691,0
2.108,0.9698209714,2.1896419428,0
2.109,0.9699739754,2.1899479508,0
2.11,0.9701265965,2.190253193,0
2.111,0.9702788346,2.1905576692,0
2.112,0.9704306896,2.1908613792,0
2.113,0.9705821615,2.1911643231,0
2.114,0.9707332503,2.1914665006,0
2.115,0.9708839558,2.1917679116,0
2.116,0.9710342781,2.1920685561,0
2.117,0.9711842169,2.1923684339,0
2.118,0.9713337724,2.1926675448,0
2.119,0.9714829444,2.1929658889,0
2.12,0.9716317329,2.1932634658,0
2.121,0.9717801378,2.1935602756,0
2.122,0.9719281591,2.1938563181,0
2.123,0.9720757966,2.1941515933,0
2.124,0.9722230504,2.1944461008,0
2.125,0.9723699204,2.1947398408,0
2.126,0.9725164065,2.195032813,0
2.127,0.9726625087,2.1953250173,0
2.128,0.9728082268,2.1956164537,0
2.129,0.972953561,2.1959071219,0
2.13,0.973098511,2.196197022,0
2.131,0.9732430768,2.1964861537,0
2.132,0.9733872585,2.1967745169,0
2.133,0.9735310558,2.1970621117,0
2.134,0.9736744688,2.1973489377,0
2.135,0.9738174975,2.197634995,0
2.136,0.9739601417,2.1979202833,0
2.137,0.9741024013,2.1982048027,0
2.138,0.9742442765,2.1984885529,0
2.139,0.974385767,2.1987715339,0
2.14,0.9745268728,2.1990537456,0
2.141,0.9746675939,2.1993351878,0
2.142,0.9748079302,2.1996158604,0
2.143,0.9749478817,2.1998957634,0
2.144,0.9750874483,2.2001748965,0
2.145,0.9752266299,2.2004532598,0
2.146,0.9753654265,2.2007308531,0
2.147,0.9755038381,2.2010076762,0
2.148,0.9756418646,2.2012837292,0
2.149,0.9757795059,2.2015590117,0
2.15,0.9759167619,2.2018335239,0
2.151,0.9760536327,2.2021072655,0
2.152,0.9761901182,2.2023802364,0
2.153,0.9763262183,2.2026524365,0
2.154,0.9764619329,2.2029238658,0
2.155,0.9765972621,2.2031945241,0
2.156,0.9767322057,2.2034644113,0
2.157,0.9768667637,2.2037335273,0
2.158,0.977000936,2.2040018721,0
2.159,0.9771347227,2.2042694454,0
2.16,0.9772681236,2.2045362471,0
2.161,0.9774011387,2.2048022773,0
2.162,0.9775337679,2.2050675357,0
2.163,0.9776660112,2.2053320223,0
2.164,0.9777978685,2.205595737,0
2.165,0.9779293398,2.2058586797,0
2.166,0.9780604251,2.2061208502,0
2.167,0.9781911242,2.2063822484,0
2.168,0.9783214372,2.2066428743,0
2.169,0.9784513639,2.2069027278,0
2.17,0.9785809043,2.2071618087,0
2.171,0.9787100584,2.2074201169,0
2.172,0.9788388262,2.2076776524,0
2.173,0.9789672075,2.207934415,0
2.174,0.9790952023,2.2081904046,0
2.175,0.9792228106,2.2084456212,0
2.176,0.9793500323,2.2087000647,0
2.177,0.9794768674,2.2089537348,0
2.178,0.9796033158,2.2092066316,0
2.179,0.9797293775,2.209458755,0
2.18,0.9798550524,2.2097101048,0
2.181,0.9799803404,2.2099606809,0
2.182,0.9801052416,2.2102104832,0
2.183,0.9802297559,2.2104595117,0
2.184,0.9803538831,2.2107077663,0
2.185,0.9804776234,2.2109552467,0
2.186,0.9806009765,2.2112019531,0
2.187,0.9807239426,2.2114478851,0
2.188,0.9808465214,2.2116930429,0
2.189,0.9809687131,2.2119374261,0
2.19,0.9810905174,2.2121810349,0
2.191,0.9812119345,2.212423869,0
2.192,0.9813329642,2.2126659284,0
2.193,0.9814536064,2.2129072129,0
2.194,0.9815738613,2.2131477225,0
2.195,0.9816937285,2.2133874571,0
2.196,0.9818132083,2.2136264166,0
2.197,0.9819323004,2.2138646008,0
2.198,0.9820510049,2.2141020098,0
2.199,0.9821693217,2.2143386434,0
2.2,0.9822872507,2.2145745015,0
2.201,0.982404792,2.214809584,0
2.202,0.9825219454,2.2150438908,0
2.203,0.9826387109,2.2152774218,0
2.204,0.9827550885,2.215510177,0
2.205,0.9828710781,2.2157421563,0
2.206,0.9829866797,2.2159733595,0
2.207,0.9831018933,2.2162037865,0
2.208,0.9832167187,2.2164334374,0
2.209,0.9833311559,2.2166623119,0
2.21,0.983445205,2.21689041,0
2.211,0.9835588658,2.2171177316,0
2.212,0.9836721383,2.2173442766,0
2.213,0.9837850225,2.217570045,0
2.214,0.9838975183,2.2177950366,0
2.215,0.9840096257,2.2180192513,0
2.216,0.9841213445,2.2182426891,0
2.217,0.9842326749,2.2184653498,0
2.218,0.9843436167,2.2186872335,0
2.219,0.98445417,2.2189083399,0
2.22,0.9845643345,2.2191286691,0
2.221,0.9846741104,2.2193482208,0
2.222,0.9847834976,2.2195669951,0
2.223,0.9848924959,2.2197849918,0
2.224,0.9850011055,2.2200022109,0
2.225,0.9851093262,2.2202186523,0
2.226,0.9852171579,2.2204343159,0
2.227,0.9853246008,2.2206492015,0
2.228,0.9854316546,2.2208633092,0
2.229,0.9855383194,2.2210766388,0
2.23,0.9856445951,2.2212891903,0
2.231,0.9857504818,2.2215009635,0
2.232,0.9858559792,2.2217119584,0
2.233,0.9859610875,2.221922175,0
2.234,0.9860658065,2.222131613,0
2.235,0.9861701362,2.2223402725,0
2.236,0.9862740766,2.2225481533,0
2.237,0.9863776277,2.2227552554,0
2.238,0.9864807893,2.2229615786,0
2.239,0.9865835615,2.223167123,0
